"Date","Open","High","Low","Close","Volume"
"07/24/2025","145.82","146.47","143.98","144.51","9,749,426"
"07/23/2025","145.86","147.0301","145.09","145.66","6,165,951"
"07/22/2025","141.23","146.4","141.23","146.04","8,281,528"
"07/21/2025","143.105","143.59","140.456","141.7","9,025,630"
"07/18/2025","146.265","146.35","142.94","143.24","13,752,830"
"07/17/2025","141.7","145.96","141.64","145.44","26,161,000"
"07/16/2025","133.95","135.51","133.75","135.35","10,941,630"
"07/15/2025","135.43","135.51","133.75","133.81","8,933,520"
"07/14/2025","134.75","135.88","133.86","135.57","8,480,302"
"07/11/2025","134.835","135.39","133.81","135.26","7,963,646"
"07/10/2025","134.43","136.6757","133.63","136.08","8,870,905"
"07/09/2025","134.9","135.38","132.96","134.48","7,762,618"
"07/08/2025","133.41","135.6718","133.28","135.04","7,718,265"
"07/07/2025","135.53","135.72","133.675","134.45","7,773,744"
"07/03/2025","136.695","136.83","135.235","135.38","4,941,378"
"07/02/2025","135.25","137","134.88","136.48","9,388,667"
"07/01/2025","132.59","136.39","132.47","135.26","12,846,690"
"06/30/2025","131.195","132.36","130.59","132.04","11,402,440"
"06/27/2025","128.29","131.339","128.11","131.04","26,536,480"
"06/26/2025","127.71","129.16","127.6","128.22","11,538,070"
"06/25/2025","130.26","130.5922","127.63","128.02","10,922,570"
"06/24/2025","129.14","131.21","129.05","131.05","9,226,773"
"06/23/2025","129.29","129.5","127.82","129.09","12,840,360"
"06/20/2025","129.53","130.42","128.9","129.07","23,000,970"
"06/18/2025","129.63","129.675","128.59","129.07","8,785,766"
"06/17/2025","131.16","131.6899","129.13","129.29","10,235,230"
"06/16/2025","131.31","132.09","130.2284","131.41","11,183,690"
"06/13/2025","131.755","133.06","130.59","130.85","9,581,034"
"06/12/2025","129.89","132.33","129.71","132.3","11,444,910"
"06/11/2025","131.94","131.97","129.79","129.9","9,168,356"
"06/10/2025","130.2","132.12","129.46","131.83","11,852,870"
"06/09/2025","129.83","130.65","129.18","129.96","8,453,146"
"06/06/2025","130.245","130.665","129.34","130.03","7,628,224"
"06/05/2025","131.2","131.41","130.21","131.11","9,566,619"
"06/04/2025","132.235","132.74","131.095","131.74","6,519,728"
"06/03/2025","130.63","132.21","129.81","131.85","7,339,524"
"06/02/2025","130.9","131.03","129.07","130.91","6,723,720"
"05/30/2025","132.145","132.7199","131.29","131.45","12,992,080"
"05/29/2025","130.86","132.07","130.25","131.92","6,659,069"
"05/28/2025","131.29","132.19","130.47","130.67","9,431,450"
"05/27/2025","130.08","131.46","129.128","131.37","13,974,760"
"05/23/2025","129.56","129.755","127.75","129.34","8,122,494"
"05/22/2025","130.02","130.7","128.8244","130.12","7,140,231"
"05/21/2025","131.8","131.9","130.06","130.15","9,243,724"
"05/20/2025","131.745","132.165","131.35","131.8","7,624,244"
"05/19/2025","132.13","132.26","131.11","131.79","9,406,194"
"05/16/2025","132.09","132.26","130.65","131.98","8,896,370"
"05/15/2025","129.19","131.55","128.81","131.5","9,165,089"
"05/14/2025","130.07","130.17","127.87","128.45","10,463,020"
"05/13/2025","131.17","131.64","129.75","130.31","8,650,220"
"05/12/2025","130.835","132.33","130.06","131.68","8,392,720"
"05/09/2025","131.15","131.65","130.18","130.44","4,770,504"
"05/08/2025","131.885","132.98","131.26","131.43","6,392,355"
"05/07/2025","130.945","132.67","130.2701","131.915","6,313,815"
"05/06/2025","131.9","131.9","130.16","130.74","6,889,893"
"05/05/2025","134.045","134.045","131.7","131.99","8,972,159"
"05/02/2025","134.15","134.4","133.1499","133.75","7,169,731"
"05/01/2025","134.465","134.81","133.24","133.55","6,807,019"
"04/30/2025","135.63","136.1789","133.095","135.58","7,923,472"
"04/29/2025","132.48","134.46","131.52","134.31","7,010,733"
"04/28/2025","133.9","135.41","133.1","133.76","8,498,608"
"04/25/2025","135.465","135.61","131.8","133.38","11,544,690"
"04/24/2025","141.45","141.85","134.53","135.31","15,577,260"
"04/23/2025","143.27","144.015","140.85","142.26","7,760,035"
"04/22/2025","142.28","144.275","141.95","143.46","7,144,709"
"04/21/2025","142.5","142.83","140.57","141.73","7,412,800"
"04/17/2025","140.34","143.5664","140.075","142.84","6,131,364"
"04/16/2025","144.11","144.4","139.7698","140.09","7,878,593"
"04/15/2025","145.84","145.98","142.6274","142.84","5,459,551"
"04/14/2025","144.16","147.175","143.5","146.75","5,393,999"
"04/11/2025","145.15","145.29","142.12","144.43","8,563,304"
"04/10/2025","145.42","147.135","142.92","144.14","10,980,260"
"04/09/2025","140.25","145.95","138.33","145.59","14,067,010"
"04/08/2025","143.945","145.4","139.15","140.3","9,488,865"
"04/07/2025","141.32","146.1","140.67","143.19","14,423,210"
"04/04/2025","152.99","154.92","146.44","146.61","12,911,390"
"04/03/2025","151.69","154.05","150.86","151.37","8,216,247"
"04/02/2025","150.23","150.5","148.075","149.12","5,866,172"
"04/01/2025","150.485","150.795","148.665","149.67","6,072,838"
"03/31/2025","150.2","152.59","149.7463","149.94","9,985,702"
"03/28/2025","150.44","151.38","147.11","149.27","8,550,883"
"03/27/2025","149.59","150.41","149.09","149.67","5,397,532"
"03/26/2025","146","149.33","145.75","148.64","5,885,290"
"03/25/2025","146.15","146.3","144.83","145.54","4,763,277"
"03/24/2025","145.485","146.72","144.83","146.45","5,968,852"
"03/21/2025","147","147.7","144.75","145.45","11,574,780"
"03/20/2025","147.56","148.065","146.64","147.15","4,536,367"
"03/19/2025","148.16","148.88","146.795","148.11","6,080,054"
"03/18/2025","150","151.3","148.75","148.99","8,158,556"
"03/17/2025","149.23","151.67","149.13","151.34","5,449,712"
"03/14/2025","147.13","149.16","147.08","148.59","5,277,544"
"03/13/2025","148.37","150.475","148.06","148.34","5,351,093"
"03/12/2025","147.545","149.525","146.51","148.17","8,330,241"
"03/11/2025","155.79","156.05","151.805","152.33","7,981,566"
"03/10/2025","155.875","160.08","155.37","156.25","11,156,890"
"03/07/2025","153.25","157.59","152.77","154.44","8,997,748"
"03/06/2025","154.17","154.97","152.53","154.61","8,421,031"
"03/05/2025","152.93","155.34","152.725","153.88","5,578,701"
"03/04/2025","157.335","160.15","153.96","154.19","10,274,240"
"03/03/2025","151.35","156.15","150.5","155.99","8,321,674"
"02/28/2025","153.7","155.1","152.35","153.47","8,455,499"
"02/27/2025","150.9","152.6893","149.93","152.02","6,730,985"
"02/26/2025","155.57","155.61","151.14","151.51","9,076,519"
"02/25/2025","154.79","158.46","154","156.42","9,474,619"
"02/24/2025","152.34","156.32","152.12","153.85","7,187,038"
"02/21/2025","149.99","154.55","148.9","153.5","10,604,400"
"02/20/2025","145.11","149.1899","145","149.1","6,789,805"
"02/19/2025","144.23","145.93","144.15","145.81","5,777,273"
"02/18/2025","142.9","144.15","141.6","144.1","8,738,725"
"02/14/2025","144.67","146.17","143.33","143.39","5,001,806"
"02/13/2025","144.23","144.935","143.6","144.58","7,175,276"
"02/12/2025","144.04","144.78","143.03","143.99","6,658,177"
"02/11/2025","144.37","145.72","143.4","145.64","6,353,965"
"02/10/2025","144.35","144.52","143.01","144.35","8,715,391"
"02/07/2025","145.01","145.15","143.9","144.58","5,872,343"
"02/06/2025","146.26","146.9","143.96","145.35","5,604,877"
"02/05/2025","143.39","145.79","142.7","145.66","9,249,234"
"02/04/2025","146.1","147.75","143","143.49","12,804,950"
"02/03/2025","149.755","151.13","148.83","150.27","7,196,227"
"01/31/2025","150.76","151.69","150.27","150.69","4,906,744"
"01/30/2025","151.28","153.08","150.63","151.9","4,671,278"
"01/29/2025","151.13","152","150.23","150.37","4,874,072"
"01/28/2025","154.145","154.61","150.12","150.25","6,349,670"
"01/27/2025","150.92","155.47","150.895","154.61","9,820,585"
"01/24/2025","148.82","149.31","148.13","149.12","4,509,550"
"01/23/2025","148.49","148.9399","146.61","148.62","4,759,125"
"01/22/2025","148.23","149.45","147.79","148.09","5,905,060"
"01/21/2025","148.33","149.78","147.77","148.55","7,456,182"
"01/17/2025","147.72","148.62","147.17","148.25","7,338,870"
"01/16/2025","144.05","146.79","143.69","146.54","5,068,040"
"01/15/2025","145.49","146.2","144.17","144.78","7,141,555"
"01/14/2025","144.19","145.14","143.56","144.95","6,996,448"
"01/13/2025","142.79","145.14","142.14","144.5","8,101,358"
"01/10/2025","145","145.575","141.51","142.64","9,632,651"
"01/08/2025","145.4","146.67","144.56","146.54","6,791,848"
"01/07/2025","146.46","147.97","145.34","145.4","7,473,300"
"01/06/2025","149.6","149.95","146.1","146.27","9,470,626"
"01/03/2025","150.96","150.96","149.56","149.65","5,221,639"
"01/02/2025","152.88","153.66","149.89","150.21","4,970,233"
"12/31/2024","151.8","153.15","150.94","152.06","4,274,960"
"12/30/2024","152.66","153.09","151.09","151.72","5,397,016"
"12/27/2024","151.29","153.47","151.26","152.89","4,287,007"
"12/26/2024","152.53","153.1799","152.24","152.44","5,529,590"
"12/24/2024","150.5","152.83","150.41","152.81","3,399,800"
"12/23/2024","152.41","152.41","149.7056","151.29","6,822,232"
"12/20/2024","150.86","153.49","150.51","152.79","19,205,160"
"12/19/2024","153.09","154.0794","151.41","151.47","9,829,489"
"12/18/2024","155.03","155.83","154.11","154.43","7,620,865"
"12/17/2024","155.74","158.5","155.24","156.14","6,572,560"
"12/16/2024","157.85","158.82","155.88","156.02","6,696,490"
"12/13/2024","157.53","159.57","157.06","157.97","4,353,854"
"12/12/2024","159.09","159.4","157.97","158.9","6,849,507"
"12/11/2024","160.21","160.515","156.26","156.77","7,925,928"
"12/10/2024","159","160.42","157.35","159.84","5,329,401"
"12/09/2024","157.91","161.5","157.14","159.47","8,380,406"
"12/06/2024","159.35","160.8","157.69","157.79","8,359,166"
"12/05/2024","160.93","161.01","158.83","160.49","5,229,646"
"12/04/2024","160.6","161.0327","159.41","160.18","6,964,605"
"12/03/2024","162.84","163.05","161.42","161.7","4,277,392"
"12/02/2024","163.315","163.65","161.76","163.05","4,967,612"
"11/29/2024","161.43","163.585","160.95","163.45","2,799,312"
"11/27/2024","161.94","165.13","161.68","162.72","3,622,893"
"11/26/2024","163.27","163.68","161.9","162.16","4,653,842"
"11/25/2024","162.7","163.59","162","163.05","8,580,393"
"11/22/2024","160.9","162.06","159.89","162","5,846,256"
"11/21/2024","158.39","160.5","157.95","160.34","5,976,987"
"11/20/2024","156.45","159.11","156.2","158.74","5,067,255"
"11/19/2024","157.75","157.87","155.85","156.72","8,248,864"
"11/18/2024","159.405","159.85","157.76","158.33","6,992,040"
"11/15/2024","164.38","164.38","158.05","158.62","9,108,948"
"11/14/2024","164.74","166.885","163.83","165.15","5,422,685"
"11/13/2024","163.49","164.8","162.37","164.74","4,145,443"
"11/12/2024","164.09","165","163.15","164.34","5,386,925"
"11/11/2024","164.41","166.15","163.98","164.26","3,761,969"
"11/08/2024","163.84","165.82","163.645","165.11","4,618,265"
"11/07/2024","164.5","164.9","163.47","164","5,333,532"
"11/06/2024","167.37","167.41","163.6","164.71","7,849,309"
"11/05/2024","165.95","167.96","165.67","167.85","3,678,708"
"11/04/2024","165.59","166.65","165.1852","166.34","4,885,472"
"11/01/2024","166.09","166.25","165.21","165.59","6,339,121"
"10/31/2024","166.1","167.5048","165.81","166.08","5,582,423"
"10/30/2024","167","167.6399","166.08","166.21","4,801,541"
"10/29/2024","169.2","169.2","166.97","167.5","5,127,890"
"10/28/2024","172.98","172.98","169.725","169.84","5,186,635"
"10/25/2024","172.47","174","171.6","171.79","4,442,863"
"10/24/2024","172.92","173.535","171.7","172.16","4,244,903"
"10/23/2024","173.7","173.84","172.47","172.95","3,800,654"
"10/22/2024","174.51","174.95","173.505","174.37","3,790,452"
"10/21/2024","174.46","177.5","174.3487","175.01","6,436,516"
"10/18/2024","172.3","175.33","172.12","175.06","5,097,170"
"10/17/2024","174.38","175.47","173.695","174.67","4,125,910"
"10/16/2024","175.01","175.33","173.63","174.48","4,400,852"
"10/15/2024","176.355","177.39","175.12","175.9","5,802,290"
"10/14/2024","174.955","176.27","174.44","176.1","4,536,048"
"10/11/2024","174","175.175","172.87","174.81","4,720,299"
"10/10/2024","172.07","173.06","171.22","172.99","5,292,404"
"10/09/2024","169.38","173.28","169.1","172.54","7,177,529"
"10/08/2024","167.72","170.65","166.85","170.42","8,297,792"
"10/07/2024","167.72","167.93","166.455","167.21","5,459,506"
"10/04/2024","167.15","168.5","166.82","167.97","4,391,321"
"10/03/2024","168.14","169.105","167.17","168.53","5,090,330"
"10/02/2024","171.5","171.74","168.52","169.55","5,785,972"
"10/01/2024","171.29","171.94","169.77","171.38","7,095,860"
"09/30/2024","170.58","171.74","169.58","170.05","5,054,615"
"09/27/2024","169.96","171.645","169.68","170","7,545,935"
"09/26/2024","169.22","171","168.68","169.69","5,673,635"
"09/25/2024","170.4","170.765","168.7623","169.4","4,505,130"
"09/24/2024","170.99","171.6","169.5","169.92","7,837,853"
"09/23/2024","170.87","173.94","170.725","172.11","5,350,483"
"09/20/2024","172.57","173.77","170.22","171.18","12,198,430"
"09/19/2024","175.75","176.22","174.15","174.66","5,504,038"
"09/18/2024","176.86","178.06","174.43","175.21","5,307,852"
"09/17/2024","177","178.09","176.3","176.87","6,305,100"
"09/16/2024","179","179.425","176.35","177.21","4,940,100"
"09/13/2024","177.445","177.96","176.365","177.36","3,290,404"
"09/12/2024","175.78","177.69","173.95","177.25","4,224,894"
"09/11/2024","177.44","177.75","174.425","175.78","4,035,975"
"09/10/2024","178.65","179.1","177.64","177.81","4,315,764"
"09/09/2024","177.05","178.79","175.855","178.19","4,666,169"
"09/06/2024","177.44","178.58","177","177.34","6,395,276"
"09/05/2024","178.73","179.73","177.52","179.3","5,743,141"
"09/04/2024","177.9","179.65","176.29","178.52","6,188,454"
"09/03/2024","172.38","177.89","171.88","177.54","7,032,051"
"08/30/2024","172.06","173.56","171.25","172.88","8,677,312"
"08/29/2024","173.76","173.96","171.91","172.09","4,654,540"
"08/28/2024","175.55","175.7432","173.35","173.92","3,915,499"
"08/27/2024","176.31","176.88","174.52","175.3","3,520,562"
"08/26/2024","176.32","176.84","175.73","175.97","4,146,861"
"08/23/2024","176.63","176.68","173.67","175.87","5,283,617"
"08/22/2024","175.83","176.08","174.7","175.74","5,265,989"
"08/21/2024","175.94","176.82","174.6239","175.21","4,020,749"
"08/20/2024","173.53","176.03","172.5","175.85","5,330,053"
"08/19/2024","172.66","173.98","172.44","173.82","3,521,653"
"08/16/2024","172.52","172.78","171.1059","172.62","4,614,804"
"08/15/2024","173.71","174.3","171.83","172.52","4,472,137"
"08/14/2024","172.23","174.34","171.93","173.71","3,555,959"
"08/13/2024","171.62","172.42","170.22","172.37","3,894,698"
"08/12/2024","172.24","172.87","170.705","171.42","3,802,411"
"08/09/2024","172.09","172.78","170.39","172.39","3,223,163"
"08/08/2024","170.21","173","169.81","172.37","5,112,483"
"08/07/2024","171.62","174.39","171.33","171.79","5,429,077"
"08/06/2024","173.28","176.21","172.36","172.49","7,287,051"
"08/05/2024","179.52","180.91","173.16","174.04","7,502,535"
"08/02/2024","178.84","179.95","173.84","178.04","6,856,083"
"08/01/2024","172.53","175.56","172.5","174.96","5,994,458"
"07/31/2024","173.92","174.69","172.2557","172.67","6,245,571"
"07/30/2024","172.69","173.45","171.55","173.18","4,994,644"
"07/29/2024","172.29","173.49","170.85","173.21","4,152,662"
"07/26/2024","170.73","172.76","170.73","172.75","5,746,255"
"07/25/2024","169.49","173.49","168.86","171.02","6,270,889"
"07/24/2024","166.28","168.67","164.95","168.17","5,867,046"
"07/23/2024","167.79","168.36","166.18","166.28","3,344,293"
"07/22/2024","169.26","169.71","167.35","167.66","5,308,367"
"07/19/2024","170.28","170.485","168.47","169.36","5,332,848"
"07/18/2024","168.71","172.67","168.39","170.37","6,228,568"
"07/17/2024","166.04","170.07","165.8913","169.89","7,670,981"
"07/16/2024","163.41","165.04","162.84","164.76","4,461,676"
"07/15/2024","166.01","166.2981","163.65","163.86","4,551,803"
"07/12/2024","164.96","168.03","164.96","166.38","6,677,035"
"07/11/2024","159.1","164.89","158.03","163.95","10,259,330"
"07/10/2024","161.84","163.77","160.66","163.59","7,372,266"
"07/09/2024","162.19","162.56","161.5","161.9","5,801,833"
"07/08/2024","163.06","163.75","161.92","162.12","5,268,800"
"07/05/2024","162.64","164.52","162.47","164.39","4,208,217"
"07/03/2024","162.92","164.13","161.96","162.6","2,879,575"
"07/02/2024","163.5","164.47","162.32","163.58","4,650,803"
"07/01/2024","165.04","166.06","162.58","162.89","4,508,019"
"06/28/2024","165.3","166.22","164.62","164.93","8,756,033"
"06/27/2024","166.63","167.25","165.27","166.26","4,326,460"
"06/26/2024","165.89","167.01","164.85","166.74","4,778,280"
"06/25/2024","168.08","168.96","167.25","167.35","4,220,902"
"06/24/2024","167.5","169.6099","167.09","168.08","4,476,929"
"06/21/2024","167.21","169.07","166.45","167.28","10,899,240"
"06/20/2024","165.73","167.64","165.73","166.68","4,942,417"
"06/18/2024","166.1","167.07","165.25","166.48","3,519,509"
"06/17/2024","163.49","166.41","162.79","166.14","5,412,239"
"06/14/2024","163.13","164.39","162.5291","163.81","3,603,340"
"06/13/2024","162.08","163.56","161.54","163.33","5,432,649"
"06/12/2024","164.88","165.3275","162.4448","163.83","6,281,102"
"06/11/2024","164.87","165.46","163.51","165.07","8,284,512"
"06/10/2024","170.11","170.37","165.62","165.9","9,432,639"
"06/07/2024","171.5","172.51","170.75","171.04","3,521,165"
"06/06/2024","174","174.4","172.675","173.2","5,536,694"
"06/05/2024","173.84","173.97","171.96","173.49","5,370,688"
"06/04/2024","171.21","174.39","170.815","173.89","4,619,065"
"06/03/2024","172.72","172.9","171.03","171.23","5,032,377"
"05/31/2024","169.89","172.97","169.52","172.9","8,155,606"
"05/30/2024","171.35","171.71","170.4","170.48","3,903,880"
"05/29/2024","172.43","173.18","170.72","171.15","5,352,113"
"05/28/2024","176.23","176.275","171.9","173.38","6,178,117"
"05/24/2024","179.37","179.42","177.87","177.99","3,447,399"
"05/23/2024","181.33","181.89","179.04","179.27","4,009,026"
"05/22/2024","180.45","182.13","179.98","182.09","4,046,993"
"05/21/2024","181.5","181.58","179.8","181.08","3,288,063"
"05/20/2024","182.09","182.13","179.9123","180.31","3,221,153"
"05/17/2024","182.59","182.96","181.83","182.19","4,449,107"
"05/16/2024","179.63","183.41","179.46","183.11","5,984,739"
"05/15/2024","179.24","180.4","179","179.46","4,785,118"
"05/14/2024","181.05","181.28","178.6","179.87","3,508,716"
"05/13/2024","180.51","181.35","179.85","180.9","4,408,084"
"05/10/2024","177.95","180.16","177.61","179.79","4,201,814"
"05/09/2024","177.26","178.43","177.09","178.06","2,421,414"
"05/08/2024","178.71","178.88","177.19","177.41","3,400,880"
"05/07/2024","177","178.15","176.51","178.02","3,707,968"
"05/06/2024","176.76","176.76","175.13","175.82","3,576,284"
"05/03/2024","175.8","176.49","175","176.15","3,492,120"
"05/02/2024","175.58","176.32","174.55","175.45","3,964,773"
"05/01/2024","175.46","176.23","173.66","175.15","4,340,495"
"04/30/2024","176.27","176.47","174.8404","175.91","4,465,331"
"04/29/2024","175.5","176.315","175.02","176.14","3,224,473"
"04/26/2024","174.44","178.57","174.34","175.58","4,472,102"
"04/25/2024","178.28","180.63","175.82","176.68","7,441,497"
"04/24/2024","168.5","178.09","167.65","177.41","10,016,690"
"04/23/2024","174.7","174.88","170.14","171.22","9,145,041"
"04/22/2024","174.41","177.2","174.03","176.46","7,288,701"
"04/19/2024","172.28","174.27","171.8","174.13","6,636,697"
"04/18/2024","170.1","172.68","170.1","172.27","5,574,662"
"04/17/2024","169.09","169.7","168.21","169.48","4,069,200"
"04/16/2024","167.03","168.51","166.89","167.5","4,569,689"
"04/15/2024","169.21","169.35","166.03","166.95","5,133,181"
"04/12/2024","167.69","168.51","167.32","168.1","5,453,736"
"04/11/2024","169.62","169.87","167.77","168.36","4,241,563"
"04/10/2024","169.57","169.63","167.77","168.95","4,581,676"
"04/09/2024","170.225","170.72","168.73","170.61","3,774,304"
"04/08/2024","169.15","170.05","168.74","169.58","3,755,725"
"04/05/2024","169.4","169.97","168.065","169.14","4,412,390"
"04/04/2024","170.92","171.78","169.33","169.65","5,422,567"
"04/03/2024","170","170.92","168.7","169.68","5,828,024"
"04/02/2024","172.94","173.87","171.36","171.44","5,158,492"
"04/01/2024","175.57","176.23","172.65","172.98","4,815,366"
"03/28/2024","174.76","175.81","174.37","175.01","5,710,539"
"03/27/2024","173.998","174.69","173.05","173.57","4,911,274"
"03/26/2024","172.17","172.97","171.815","172.73","4,593,166"
"03/25/2024","172.2","173.09","172.108","172.6","3,941,985"
"03/22/2024","173.02","173.1","171.76","172.02","4,106,531"
"03/21/2024","171.92","173.42","171.05","172.45","4,343,007"
"03/20/2024","172.3","173.1","171.12","171.86","5,046,920"
"03/19/2024","171.1","172.65","171","171.8","7,653,926"
"03/18/2024","167.05","172.18","166.95","171.26","10,478,530"
"03/15/2024","165.06","165.38","163.64","164.66","21,887,270"
"03/14/2024","166.26","166.26","164.2","164.78","5,155,326"
"03/13/2024","165.1","166.14","164.74","165.3","4,585,789"
"03/12/2024","165.14","165.42","163.96","164.54","6,158,507"
"03/11/2024","163.92","165.42","163.31","164.73","5,404,790"
"03/08/2024","162.32","164.2","162.09","163.05","6,065,294"
"03/07/2024","163.82","163.9","162.5","163.11","5,801,610"
"03/06/2024","162.06","163.99","162.04","163","5,302,463"
"03/05/2024","165.22","165.5","161.81","162.04","6,631,346"
"03/04/2024","164.45","165.65","163.6","165.37","4,303,882"
"03/01/2024","164.86","165","163.25","164.59","6,109,856"
"02/29/2024","166.21","166.68","164.91","165.34","8,489,449"
"02/28/2024","168.12","168.5","166.45","167.03","5,275,282"
"02/27/2024","167.82","168.22","167.35","168.16","3,567,644"
"02/26/2024","169.42","169.42","167.71","168.26","3,836,980"
"02/23/2024","167.94","170.25","167.8","169.6","6,409,765"
"02/22/2024","167.64","168.8298","166.1","168.25","7,539,232"
"02/21/2024","169.95","170.18","167.855","168.83","4,195,366"
"02/20/2024","167.74","169.52","167.185","168.65","6,117,866"
"02/16/2024","167.21","167.41","165.68","166.32","5,245,994"
"02/15/2024","167.95","168.365","166.68","167.86","4,451,374"
"02/14/2024","168.34","168.64","166.06","167.52","5,731,904"
"02/13/2024","171.22","171.45","167.24","168.88","7,302,014"
"02/12/2024","167.86","171.0694","167.2","170.61","7,867,544"
"02/09/2024","171.2","171.39","166.97","167.67","12,731,740"
"02/08/2024","171.72","174.1","171.41","173.85","9,269,699"
"02/07/2024","172.63","172.9","171.38","171.47","5,769,679"
"02/06/2024","171.45","171.8252","169.94","171.42","5,182,879"
"02/05/2024","170.55","171.58","169.045","170.92","5,142,706"
"02/02/2024","171.235","171.96","170.1","170.97","5,307,883"
"02/01/2024","168.53","171.8","167.17","171.7","4,920,789"
"01/31/2024","169.96","170.3838","167.88","168.53","5,769,214"
"01/30/2024","167.67","169.7","167.32","169.62","4,804,243"
"01/29/2024","167.53","168.7","167.3926","168.15","5,713,559"
"01/26/2024","166.6","168.03","166.6","167.86","4,848,987"
"01/25/2024","165.81","166.6","164.935","166.56","5,373,787"
"01/24/2024","167.64","167.74","165.515","165.6","4,984,700"
"01/23/2024","164.56","167.93","164.36","167.64","4,932,727"
"01/22/2024","165.96","166.705","165.02","165.11","5,697,428"
"01/19/2024","167.14","167.24","165.57","165.78","6,528,578"
