"Date","Open","High","Low","Close","Volume"
"02/07/2022","172.63","172.78","165.1","166.7","32,759,834"
"01/31/2022","173.15","176.66","169.56","171.81","25,758,346"
"01/24/2022","172.08","174.11","166.45","173.52","31,628,814"
"01/17/2022","173.62","177.24","168.96","173.33","34,524,544"
"01/10/2022","173.684","175.94","171.62","175.64","20,505,349"
"01/03/2022","172.66","175.84","172.2","174.17","25,543,294"
"12/27/2021","171.46","174.015","170.565","172.98","15,026,297"
"12/20/2021","169.23","171.56","167.775","171.47","13,875,124"
"12/13/2021","169.35","173.56","166.75","169.42","32,847,540"
"12/06/2021","166.42","171.255","164.03","169.81","23,434,160"
"11/29/2021","163.83","167.29","158.39","166.42","29,484,674"
"11/22/2021","163.56","165.72","160.89","164.14","15,896,338"
"11/15/2021","164.27","166.8","161.7501","164.15","19,135,780"
"11/08/2021","162.31","165","162","163.8","15,813,556"
"11/01/2021","161.55","166.43","160.94","162.43","19,890,765"
"10/25/2021","159.17","162.26","159.1","161.26","18,601,421"
"10/18/2021","158.64","161.88","157.54","159.22","17,528,647"
"10/11/2021","156.22","159.66","156.02","158.09","18,061,223"
"10/04/2021","151.358","157.75","149.96","156.24","23,131,920"
"09/27/2021","152.37","153.43","149.48","150.2","23,867,659"
"09/20/2021","154.61","156.12","152.39","152.72","17,041,951"
"09/13/2021","156.38","156.67","152.42","153.61","24,713,498"
"09/06/2021","156.48","157.4","153.68","155.76","18,588,950"
"08/30/2021","156.09","158.19","155.34","157.09","14,420,391"
"08/23/2021","157.75","157.75","154.09","156","17,035,487"
"08/16/2021","157.909","159.63","155.78","157.85","18,487,722"
"08/09/2021","154.31","158.12","153.81","158.05","13,025,051"
"08/02/2021","157","157.15","153.64","154.35","18,007,332"
"07/26/2021","157.31","158.66","155.51","156.32","17,839,974"
"07/19/2021","156.2","157.79","153.972","157.07","20,042,146"
"07/12/2021","151.15","157.54","150.75","155.8","31,665,153"
"07/05/2021","149.07","150.695","147.77","149.51","21,717,040"
"06/28/2021","147.445","149.78","146.4","148.91","15,974,821"
"06/21/2021","146.73","147.5901","144.61","147.04","21,909,424"
"06/14/2021","148.9","149.27","145.23","146.56","30,631,319"
"06/07/2021","147.7","148.63","145.915","148.57","22,900,001"
"05/31/2021","148.78","148.85","146.16","147.75","23,880,430"
"05/24/2021","147.85","148.77","146.44","147.94","23,229,254"
"05/17/2021","146.64","148.35","144.08","147.85","21,746,581"
"05/10/2021","147.17","147.9","143.58","146.17","23,739,396"
"05/03/2021","145.98","147.99","143.49","146.72","25,832,951"
"04/26/2021","142.62","146.78","141.725","145.79","25,517,535"
"04/19/2021","144.13","147.8","142.98","143.36","26,393,008"
"04/12/2021","142.07","145.6","141.24","144.75","27,848,299"
"04/05/2021","143.04","144.2","141.61","143.02","25,664,219"
"03/29/2021","143.68","144.75","140.11","143.16","21,434,920"
"03/22/2021","138.45","144.96","138.18","144.81","30,779,850"
"03/15/2021","133.08","138.2","131.41","137.8","42,148,751"
"03/08/2021","132.94","134.58","130.54","133.03","31,845,667"
"03/01/2021","130.5","134.18","128.32","132.13","41,043,975"
"02/22/2021","132.65","134.34","128.57","130.62","30,527,397"
"02/15/2021","134.561","135.7","130.76","131.99","23,685,144"
"02/08/2021","141.13","141.15","133.45","133.87","23,333,202"
"02/01/2021","137.45","142.12","136.6","140.4","19,601,680"
"01/25/2021","141.31","142.33","135.9001","136.98","27,380,117"
"01/18/2021","142.375","142.58","137.58","140.18","23,706,147"
"01/11/2021","141.63","143.24","139.445","141.39","18,545,655"
"01/04/2021","144.07","145.18","141.145","142.09","21,657,673"
"12/28/2020","147.68","148.77","141.94","144.27","14,975,312"
"12/21/2020","144.6","147.6","143.475","146.91","8,675,715"
"12/14/2020","144.56","147.1","143.47","145.4","24,339,336"
"12/07/2020","145.33","146.47","143.41","144.23","18,378,602"
"11/30/2020","145.03","146.94","143.02","145.37","21,000,697"
"11/23/2020","143.19","145.28","142.82","144.23","13,254,796"
"11/16/2020","144.27","146.565","141.88","143.02","18,435,930"
"11/09/2020","136.99","146.26","136.1935","145.76","18,224,204"
"11/02/2020","136.62","143.6499","136.28","138.45","20,516,433"
"10/26/2020","138.571","139.89","131.71","135.15","19,873,711"
"10/19/2020","141","141.215","136.41","138.06","14,410,632"
"10/12/2020","142.22","144.11","139.25","139.68","19,541,766"
"10/05/2020","138","143.49","135.15","142.13","21,717,076"
"09/28/2020","138.66","140.85","136.2","137.93","27,528,815"
"09/21/2020","131","138.58","129.85","137.97","26,240,981"
"09/14/2020","136.48","137.24","129.36","131.24","25,496,607"
"09/07/2020","138.31","138.6295","133.88","136.67","21,425,599"
"08/31/2020","140.25","144.035","136.94","138.76","19,820,580"
"08/24/2020","138.26","141.02","136.38","140.06","19,960,634"
"08/17/2020","138.61","138.795","135.25","137.64","16,057,426"
"08/10/2020","136.97","138.89","134.62","137.92","15,444,576"
"08/03/2020","137.52","138.15","135.2735","135.98","14,915,547"
"07/27/2020","137.98","139","135.2","136.7","16,907,990"
"07/20/2020","134.005","138.64","133.68","137.67","20,876,998"
"07/13/2020","134.59","136.9515","132.18","133.11","22,965,969"
"07/06/2020","132.27","138.07","131.2835","134.91","27,120,794"
"06/29/2020","131.83","134.17","130.855","133.3","15,250,713"
"06/22/2020","131.62","132.68","128.05","131.08","24,467,727"
"06/15/2020","132.68","134.82","129.95","131.05","23,602,638"
"06/08/2020","131.83","135.16","126.53","130.48","34,579,729"
"06/01/2020","133.05","134.275","130.18","132.21","28,667,062"
"05/25/2020","131.94","133.9461","128.58","132.99","33,631,434"
"05/18/2020","134.43","134.76","129.17","130.48","23,168,983"
"05/11/2020","134.755","137.99","130.15","135.52","43,425,003"
"05/04/2020","131.64","136.2","130.12","134.38","21,102,605"
"04/27/2020","136.78","137.68","129.325","130.92","29,897,525"
"04/20/2020","132.14","135.21","130.03","134.46","22,047,111"
"04/13/2020","133.22","138.63","132.35","134.55","25,477,595"
"04/06/2020","132.71","135.08","129.13","130.89","20,782,926"
"03/30/2020","124.94","132.13","115.665","131.16","33,942,097"
"03/23/2020","109.93","125.84","109.365","125.48","48,080,005"
"03/16/2020","116.7","127.86","101.42","105.18","65,906,556"
"03/09/2020","132.05","134.57","112","113.09","51,276,704"
"03/02/2020","137.19","142.71","128.18","130.16","38,414,996"
"02/24/2020","142.59","144.38","128.35","137.58","45,024,943"
"02/17/2020","147.11","147.2","142.56","142.64","20,023,329"
"02/10/2020","146.21","147.15","143.52","146.99","16,685,652"
"02/03/2020","143.2","146.42","142.1","145.66","17,485,536"
"01/27/2020","142.13","144.65","141.17","142.51","18,961,746"
"01/20/2020","140.61","144.15","140.34","142.14","20,409,030"
"01/13/2020","136.18","141.32","135.695","141.26","21,051,309"
"01/06/2020","136","136.59","133.95","136.53","21,586,733"
"12/30/2019","136.69","137.2625","135.125","136.15","14,911,278"
"12/23/2019","137.09","137.97","136.1","136.81","9,734,676"
"12/16/2019","137.05","138.13","135.16","137.04","28,088,285"
"12/09/2019","137.61","138.25","136.16","137.06","18,040,845"
"12/02/2019","136.66","138.04","134.32","137.16","19,845,037"
"11/25/2019","134.29","136.65","133.8703","135.88","14,268,892"
"11/18/2019","134.65","135.2","133.02","133.83","16,085,689"
"11/11/2019","132.68","135.69","131.59","134.06","15,852,096"
"11/04/2019","134.83","135.1001","131.965","132.39","16,116,681"
"10/28/2019","136.83","138.34","134.73","135.16","15,953,508"
"10/21/2019","136.65","138.11","136.15","136.57","13,771,414"
"10/14/2019","137.48","137.945","135.5756","136.12","15,476,303"
"10/07/2019","137.65","138.7","136.64","137.45","15,406,697"
"09/30/2019","136.93","140.45","133.485","138.34","28,956,769"
"09/23/2019","136.25","137.73","134.51","137.1","20,437,840"
"09/16/2019","134.96","136.31","134.1","135.44","19,820,339"
"09/09/2019","135.74","138.29","134.38","134.88","20,288,841"
"09/02/2019","136.35","139.18","135.4275","136.4","18,300,212"
"08/26/2019","134.2","137.11","133.68","136.73","17,949,437"
"08/19/2019","132.8","133.75","129.54","133.74","16,776,239"
"08/12/2019","128.28","132.85","127.94","132.57","20,894,642"
"08/05/2019","124.78","129.75","124.38","128.35","21,960,107"
"07/29/2019","131.34","132.08","123.88","124.4","27,090,938"
"07/22/2019","131.13","132.24","128.39","131.53","21,265,225"
"07/15/2019","134.08","135.24","129.63","130.28","21,257,618"
"07/08/2019","133","134.74","130.72","134.15","25,878,164"
"07/01/2019","132.09","134.09","131.35","132.56","15,303,190"
"06/24/2019","133.98","134.48","130.76","131.87","24,818,870"
"06/17/2019","134.42","135.242","131.33","134.14","23,957,750"
"06/10/2019","134.06","134.44","131.85","132.52","15,725,463"
"06/03/2019","129.75","134.71","128.02","133.59","24,145,086"
"05/27/2019","129.5","129.9","126.84","128.98","24,799,323"
"05/20/2019","130.58","130.9","128.855","129.5","14,273,114"
"05/13/2019","127.56","130.87","127.1","129.99","21,692,437"
"05/06/2019","126.64","128.28","124.85","127.16","18,548,532"
"04/29/2019","127.05","128.39","126.17","127.27","17,191,206"
"04/22/2019","126.68","127.98","125.18","126.69","18,068,315"
"04/15/2019","123.22","128.26","121.89","126.44","22,068,791"
"04/08/2019","121.74","124","120.85","123.66","17,538,788"
"04/01/2019","121.9","122.255","120.74","122","17,525,276"
"03/25/2019","121.46","123.19","121.19","122","21,823,158"
"03/18/2019","117.36","121.29","117.25","120.85","26,500,070"
"03/11/2019","116.75","117.56","115.37","117.27","45,495,956"
"03/04/2019","115.98","117.33","114.26","116.59","22,893,646"
"02/25/2019","116.37","116.93","114.21","116.17","21,680,549"
"02/18/2019","116.8","117.3","115.2","116.06","24,310,122"
"02/11/2019","113.23","116.28","111.88","115.91","27,322,833"
"02/04/2019","113.03","113.58","111.93","112.97","20,757,709"
"01/28/2019","108.93","113.4","108.51","113.09","23,746,443"
"01/21/2019","109.86","110.79","108","108.82","23,377,209"
"01/14/2019","107.46","110.295","106.73","110.07","18,927,976"
"01/07/2019","110.14","110.87","106.96","107.32","33,576,829"
"12/31/2018","109.15","110.6","108.05","109.53","21,483,861"
"12/24/2018","106.22","111.1","105.03","110.48","19,693,075"
"12/17/2018","113.22","114.16","105.96","106.03","37,399,329"
"12/10/2018","116.9","118.89","112.2","112.87","27,990,896"
"12/03/2018","119.37","120.61","114.1","116.19","20,457,924"
"11/26/2018","115.37","122","114.9","118.98","23,766,032"
"11/19/2018","119.8","120.28","114.78","115.86","12,609,319"
"11/12/2018","117.75","119.52","115.6","119.01","20,843,179"
"11/05/2018","114.03","118.32","113.86","116.97","20,494,441"
"10/29/2018","113.75","114.44","109.63","114.39","28,518,163"
"10/22/2018","108.93","114.16","108.32","112.89","30,887,692"
"10/15/2018","106.31","110.89","105.8401","109.4","22,758,796"
"10/08/2018","108.68","109.35","104.53","105.63","23,427,713"
"10/01/2018","110.45","111.11","105.8","108.19","24,713,289"
"09/24/2018","112.64","112.86","110.67","110.71","21,846,803"
"09/17/2018","115.475","115.52","112.2","112.27","20,442,796"
"09/10/2018","111.85","115.45","111.85","115.4","15,502,286"
"09/03/2018","111.82","113.99","110.45","113.57","20,752,633"
"08/27/2018","112.22","112.58","110.89","112.01","13,999,193"
"08/20/2018","115.25","115.25","111.51","112.41","19,831,453"
"08/13/2018","112.7","115.85","112.11","114.84","21,828,669"
"08/06/2018","116.45","116.45","112.01","113.02","22,684,589"
"07/30/2018","114.66","118.44","113.09","117.38","23,590,966"
"07/23/2018","114.14","116.9","113.67","114.18","23,109,943"
"07/16/2018","113.47","116.79","113.47","114.39","54,970,113"
"07/09/2018","110.62","113.121","109.68","112.96","36,871,477"
"07/02/2018","108.58","110.02","107.52","107.76","20,620,819"
"06/25/2018","109.05","110","107.47","109.53","24,676,313"
